match_id,competition,period,event_index,team,player,minute,second,x,y,is_goal,statsbomb_xg,body_part,shot_type,technique,play_pattern,under_pressure,is_first_time,assisted,n_defenders_in_cone,n_defenders_within_3m,distance_to_nearest_defender,gk_distance_to_goal,gk_distance_to_shot
7557,FIFA World Cup 2018,1,595,Portugal,Cristiano Ronaldo dos Santos Aveiro,15,55,95.0,55.0,0,0.040589333,Right Foot,Free Kick,Normal,From Free Kick,False,False,False,3.0,0.0,10.198039027185569,1.4142135623730951,27.784887978899608
7557,FIFA World Cup 2018,1,604,Portugal,José Miguel da Rocha Fonte,16,37,100.0,39.0,0,0.07572546,Right Foot,Open Play,Volley,From Corner,False,True,False,2.0,0.0,7.0710678118654755,2.0,20.223748416156685
7557,FIFA World Cup 2018,1,630,Portugal,Kléper Laveran Lima Ferreira,17,30,114.0,35.0,0,0.10350718,Head,Open Play,Normal,From Corner,True,False,True,1.0,3.0,1.0,0.0,7.810249675906654
7557,FIFA World Cup 2018,1,667,Portugal,André Miguel Valente Silva,18,43,103.0,34.0,0,0.09211938,Head,Open Play,Normal,From Throw In,True,False,True,1.0,2.0,2.0,2.0,16.15549442140351
7557,FIFA World Cup 2018,1,738,Iran,Ramin Rezaeian,21,11,93.0,23.0,0,0.00943477,Right Foot,Free Kick,Normal,From Free Kick,False,False,False,2.0,0.0,7.0710678118654755,1.0,31.064449134018133
7557,FIFA World Cup 2018,1,1005,Portugal,José Miguel da Rocha Fonte,29,15,117.0,50.0,0,0.047731504,Head,Open Play,Normal,From Corner,True,False,True,1.0,1.0,1.4142135623730951,1.4142135623730951,9.219544457292887
7557,FIFA World Cup 2018,1,1083,Iran,Saeid Ezatolahi Afagh,33,33,109.0,47.0,0,0.16871624,Head,Open Play,Normal,From Free Kick,False,False,True,1.0,1.0,2.0,1.4142135623730951,11.661903789690601
7557,FIFA World Cup 2018,1,1400,Portugal,Cristiano Ronaldo dos Santos Aveiro,39,11,83.0,34.0,0,0.0063647768,Right Foot,Open Play,Normal,From Throw In,False,False,True,2.0,0.0,4.0,2.0,37.8549864614954
7557,FIFA World Cup 2018,1,1481,Portugal,Ricardo Andrade Quaresma Bernardo,40,58,112.0,55.0,0,0.0343897,Right Foot,Open Play,Half Volley,Regular Play,False,False,True,1.0,1.0,2.0,5.0990195135927845,12.206555615733702
7557,FIFA World Cup 2018,1,1578,Portugal,Ricardo Andrade Quaresma Bernardo,44,19,102.0,58.0,1,0.019847075,Right Foot,Open Play,Normal,Regular Play,False,False,True,2.0,1.0,1.0,4.0,22.80350850198276
7557,FIFA World Cup 2018,2,2045,Portugal,Cristiano Ronaldo dos Santos Aveiro,52,22,108.0,40.0,0,0.7835,Right Foot,Penalty,Normal,Other,False,False,False,,,,,
7557,FIFA World Cup 2018,2,2141,Iran,Sardar Azmoun,57,47,111.0,36.0,0,0.13161746,Head,Open Play,Normal,From Free Kick,True,False,True,1.0,2.0,2.23606797749979,1.0,10.295630140987
7557,FIFA World Cup 2018,2,2259,Portugal,Raphaël Adelino José Guerreiro,61,10,93.0,30.0,0,0.03069333,Left Foot,Open Play,Normal,From Throw In,False,False,True,2.0,0.0,5.385164807134504,3.0,26.0
7557,FIFA World Cup 2018,2,2401,Portugal,Cristiano Ronaldo dos Santos Aveiro,65,33,97.0,35.0,0,0.035576884,Right Foot,Open Play,Normal,From Free Kick,False,False,True,1.0,2.0,1.4142135623730951,1.4142135623730951,22.360679774997898
7557,FIFA World Cup 2018,2,2625,Portugal,Adrien Sebastian Perruchet Silva,70,51,96.0,24.0,0,0.022153322,Right Foot,Open Play,Normal,From Free Kick,False,False,True,1.0,0.0,6.324555320336759,2.23606797749979,26.92582403567252
7557,FIFA World Cup 2018,2,2651,Iran,Saman Ghoddos,71,39,98.0,38.0,0,0.069136985,Right Foot,Open Play,Normal,From Goal Kick,False,False,True,1.0,0.0,3.1622776601683795,1.0,22.20360331117452
7557,FIFA World Cup 2018,2,2781,Portugal,André Miguel Valente Silva,76,43,95.0,51.0,0,0.03004273,Right Foot,Open Play,Normal,Regular Play,False,False,True,2.0,0.0,7.0710678118654755,2.0,25.495097567963924
